1AMTRE0001;901149;11-05-2018;75000;75000;0;1;1;75000;75000;BCA;AMSIL APRIL 2018
1AMTRE0002;913368;11-05-2018;125000;125000;0;1;1;125000;125000;BCA;AMSIL APRIL 2018
1AMTRE0003;970196;11-05-2018;162500;162500;0;1;1;162500;162500;BCA;AMSIL APRIL 2018
1AMTRE0004;898039;11-05-2018;175000;175000;0;1;1;175000;175000;BCA;AMSIL APRIL 2018
