170TRE0114;902254;30-04-2018;213100;213100;0;1;1;213100;213100;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0115;902254;17-05-2018;136000;136000;0;1;1;136000;136000;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0116;902256;17-05-2018;111400;111400;0;1;1;111400;111400;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0117;903076;17-05-2018;20600;20600;0;1;1;20600;20600;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0118;903333;30-04-2018;34900;34900;0;1;1;34900;34900;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0119;903333;17-05-2018;84000;84000;0;1;1;84000;84000;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0120;910244;17-05-2018;73700;73700;0;1;1;73700;73700;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0121;910522;30-04-2018;310800;310800;0;1;1;310800;310800;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0122;910522;17-05-2018;206500;206500;0;1;1;206500;206500;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0123;910522;17-05-2018;80000;80000;0;1;1;80000;80000;;BELANJA OMI NUGET TGL 2 s.d 17 MEI 2018
170TRE0124;910546;17-05-2018;14500;14500;0;1;1;14500;14500;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0125;910846;30-04-2018;164800;164800;0;1;1;164800;164800;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0126;910846;17-05-2018;109700;109700;0;1;1;109700;109700;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0127;910963;30-04-2018;29300;29300;0;1;1;29300;29300;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0128;910963;17-05-2018;23300;23300;0;1;1;23300;23300;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0129;910968;30-04-2018;233900;233900;0;1;1;233900;233900;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0130;910968;17-05-2018;115000;115000;0;1;1;115000;115000;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0131;911195;30-04-2018;378100;378100;0;1;1;378100;378100;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0132;911195;30-04-2018;156000;156000;0;1;1;156000;156000;;BELANJA OMI NUGET TGL 18 s.d 30 APRL 2018
170TRE0133;911195;17-05-2018;293200;293200;0;1;1;293200;293200;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0134;911195;17-05-2018;31000;31000;0;1;1;31000;31000;;BELANJA OMI NUGET TGL 2 s.d 17 MEI 2018
170TRE0135;911812;30-04-2018;20300;20300;0;1;1;20300;20300;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0136;911812;17-05-2018;33600;33600;0;1;1;33600;33600;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0137;911814;30-04-2018;44700;44700;0;1;1;44700;44700;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0138;911814;17-05-2018;25000;25000;0;1;1;25000;25000;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0139;912056;30-04-2018;117300;117300;0;1;1;117300;117300;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0140;912056;17-05-2018;66000;66000;0;1;1;66000;66000;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0141;912201;30-04-2018;28500;28500;0;1;1;28500;28500;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0142;912201;17-05-2018;250000;250000;0;1;1;250000;250000;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0143;912202;30-04-2018;406600;406600;0;1;1;406600;406600;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0144;912218;30-04-2018;185500;185500;0;1;1;185500;185500;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0145;912218;17-05-2018;257400;257400;0;1;1;257400;257400;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0146;912787;30-04-2018;85400;85400;0;1;1;85400;85400;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0147;912811;17-05-2018;101450;101450;0;1;1;101450;101450;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0148;912822;30-04-2018;32000;32000;0;1;1;32000;32000;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0149;912822;17-05-2018;109100;109100;0;1;1;109100;109100;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0150;913622;30-04-2018;17100;17100;0;1;1;17100;17100;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0151;913622;17-05-2018;224700;224700;0;1;1;224700;224700;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0152;914012;30-04-2018;221700;221700;0;1;1;221700;221700;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0153;914012;17-05-2018;164700;164700;0;1;1;164700;164700;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0154;914242;30-04-2018;64000;64000;0;1;1;64000;64000;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0155;914242;17-05-2018;63900;63900;0;1;1;63900;63900;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0156;920032;30-04-2018;11500;11500;0;1;1;11500;11500;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0157;920410;30-04-2018;20800;20800;0;1;1;20800;20800;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0158;920410;17-05-2018;66500;66500;0;1;1;66500;66500;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0159;920657;30-04-2018;83500;83500;0;1;1;83500;83500;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0160;920657;17-05-2018;59000;59000;0;1;1;59000;59000;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0161;921366;17-05-2018;44200;44200;0;1;1;44200;44200;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0162;921598;30-04-2018;148000;148000;0;1;1;148000;148000;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0163;921598;17-05-2018;220700;220700;0;1;1;220700;220700;;BELANJA OMI TGL 2 s.d 17 MEI 2018
170TRE0164;921691;30-04-2018;285700;285700;0;1;1;285700;285700;;BELANJA OMI TGL 18 s.d 30 APRL 2018
170TRE0165;921691;17-05-2018;100750;100750;0;1;1;100750;100750;;BELANJA OMI TGL 2 s.d 17 MEI 2018
