8031803001;10667;;10-12-2016;23280;23280;0;1;1;23280;23280;;BUNGA POT TAT DES 2016
8031803002;10667;;10-01-2017;90000;90000;0;1;1;90000;90000;;BUNGA POT TAT JAN 2017
8031803003;10667;;10-02-2017;66660;66660;0;1;1;66660;66660;;BUNGA GGL DBT N PEB2017
8031803004;10667;;10-02-2017;90000;90000;0;1;1;90000;90000;;BUNGA PINJ TAT PEB 2017
8031803005;10667;;10-03-2017;66660;66660;0;1;1;66660;66660;;BUNGA GGL DBT N PEB2017
8031803006;10667;;10-03-2017;90000;90000;0;1;1;90000;90000;;BUNGA PINJ TAT MRT 2017
8031803007;10667;;10-04-2017;90000;90000;0;1;1;90000;90000;;BUNGA PINJ TAT APRL 2017
8031803008;10667;;10-05-2017;66660;66660;0;1;1;66660;66660;;BUNGA GGL DBT N APRL2017
8031803009;10667;;10-05-2017;90000;90000;0;1;1;90000;90000;;BG GGL DBT POT TAT APRL2017
8031803010;10667;;10-06-2017;66660;66660;0;1;1;66660;66660;;BUNGA GGL DBT NOR MEI'17
8031803011;10667;;10-06-2017;90000;90000;0;1;1;90000;90000;;BG GGL DBT POT TAT JUNI'17
8031803012;10667;;10-07-2017;66660;66660;0;1;1;66660;66660;;BUNGA GGL DBT NOR JUNI'17
8031803013;10667;;10-07-2017;90000;90000;0;1;1;90000;90000;;BG GGL DBT POT TAT JULI'17
8031803014;10667;;10-08-2017;66660;66660;0;1;1;66660;66660;;BUNGA GGL DBT NOR JULI'17
8031803015;10667;;10-08-2017;90000;90000;0;1;1;90000;90000;;BUNGA TAT AGTS 2017
8031803016;10667;;10-09-2017;90000;90000;0;1;1;90000;90000;;BUNGA TAT SEPT 2017
8031803017;10667;;10-09-2017;66660;66660;0;1;1;66660;66660;;DENDA GGL DBT NOR AGTSI'17
8031803018;10667;;10-10-2017;66660;66660;0;1;1;66660;66660;;BG GGL DBT PIJ NOR SEPT'17
8031803019;10667;;10-10-2017;90000;90000;0;1;1;90000;90000;;BG GGL DBT POT PIJ TAT OKT'17
