8011803001;962205;;10-01-2018;100000;100000;0;1;1;100000;100000;;DEND TAT'17 GGL DBT PIJ NOR DES'17
8011803002;973908;;10-07-2016;500000;500000;0;1;1;500000;500000;;DENDA GGL DBT PIJ POT THR JUNI 2016
8011803003;976956;;10-07-2016;750000;750000;0;1;1;750000;750000;;DENDA GGL DBT PIJ POT THR JUNI 2016
8011803004;976956;;10-01-2017;750000;750000;0;1;1;750000;750000;;DENDA PINJ TAT DES 2016
